GeneName,geneid,baseMean,log2FoldChange,pvalue,padj
,284593,36.64925037,0.811653673,1.33E-11,7.75E-11
C5orf30,90355,1171.068204,1.010740882,1.34E-11,7.78E-11
EFCAB14,9813,7278.876561,-0.40170553,1.34E-11,7.78E-11
RNF175,285533,40.74075319,-1.230225609,1.34E-11,7.78E-11
,641977,411.0156284,0.540623594,1.36E-11,7.89E-11
PKD2,5311,1664.835865,-0.6589786,1.39E-11,8.07E-11
TRPV3,162514,3.020172806,-1.789278783,1.4E-11,8.1E-11
STAP2,55620,4408.207132,0.734482572,1.41E-11,8.18E-11
RAB24,53917,1960.6995,0.677206442,1.42E-11,8.23E-11
AP3S1,1176,2120.4543,-0.592447224,1.42E-11,8.25E-11
FANCD2,2177,366.0203473,0.643846946,1.43E-11,8.26E-11
RPP38,10557,679.362801,0.37840216,1.43E-11,8.26E-11
THBS4,7060,3134.108391,1.518058641,1.43E-11,8.27E-11
THOP1,7064,3536.605739,0.66606753,1.43E-11,8.29E-11
ATP5G2,517,16928.5797,0.588404473,1.44E-11,8.35E-11
CCDC171,203238,84.13677515,-0.770808084,1.44E-11,8.35E-11
DDX56,54606,3635.207238,0.454014776,1.46E-11,8.44E-11
PURG,29942,12.92586966,-0.946994534,1.46E-11,8.44E-11
ZMIZ2,83637,5791.99968,0.398020265,1.46E-11,8.45E-11
PPAPDC3,84814,155.5243128,-1.097424552,1.47E-11,8.47E-11
GUCA1B,2979,59.45142377,0.851747524,1.48E-11,8.56E-11
ENTPD5,957,4572.423859,1.158584262,1.48E-11,8.57E-11
LONP1,9361,4899.726403,0.43049541,1.49E-11,8.59E-11
PRKAB2,5565,1365.525106,-0.573705143,1.49E-11,8.6E-11
TTC7A,57217,1184.306457,-0.449304072,1.5E-11,8.64E-11
SIRPA,140885,1240.70322,-0.638409755,1.56E-11,8.98E-11
PENK,5179,346.2840487,-1.851024476,1.56E-11,9.01E-11
ZNF668,79759,656.6317182,0.505959851,1.58E-11,9.09E-11
BBS4,585,2726.143003,0.914273765,1.59E-11,9.15E-11
SLFN13,146857,198.3286205,-1.03775937,1.59E-11,9.15E-11
FRMD7,90167,5.634410106,-1.671599379,1.61E-11,9.25E-11
ZNF611,81856,381.4869412,-0.646971307,1.61E-11,9.3E-11
FANCF,2188,1165.475243,0.448541516,1.62E-11,9.32E-11
GFOD2,81577,1909.389484,0.497654457,1.62E-11,9.33E-11
SLFN11,91607,624.0552425,-0.977375291,1.62E-11,9.33E-11
TMEM71,137835,38.00180319,-1.03750475,1.64E-11,9.4E-11
PPM1G,5496,5866.807428,0.407860653,1.64E-11,9.42E-11
TPCN1,53373,2158.74379,-0.524547409,1.64E-11,9.42E-11
HSPB6,126393,6320.691684,-1.322528286,1.64E-11,9.42E-11
ELF5,2001,682.0413114,-1.818765037,1.67E-11,9.57E-11
CLPP,8192,2809.990723,0.540866433,1.67E-11,9.59E-11
PPFIBP2,8495,2258.19074,-0.740072935,1.67E-11,9.6E-11
P4HA1,5033,2580.892898,0.529393269,1.67E-11,9.61E-11
SEC31B,25956,326.3538958,1.087577502,1.71E-11,9.84E-11
C16orf62,57020,2332.128126,-0.350070323,1.72E-11,9.85E-11
MYO6,4646,10240.15752,1.106309164,1.73E-11,9.91E-11
EPB41L2,2037,1452.895524,-0.854846804,1.73E-11,9.91E-11
CCL18,6362,145.029036,1.797413138,1.76E-11,1.01E-10
GLYCTK,132158,329.107287,0.738698996,1.76E-11,1.01E-10
SFRP4,6424,3156.857737,1.384597325,1.77E-11,1.02E-10
MPND,84954,2008.623866,0.604989677,1.79E-11,1.02E-10
DENR,8562,3759.014909,0.326254955,1.77E-11,1.02E-10
TANGO6,79613,677.1021483,-0.461323306,1.78E-11,1.02E-10
C2CD2L,9854,1059.431906,0.579979086,1.8E-11,1.03E-10
ACN9,57001,789.4023658,0.575102795,1.8E-11,1.03E-10
,284739,25.18747569,1.170116346,1.83E-11,1.04E-10
,414241,645.5380679,0.487483968,1.81E-11,1.04E-10
CAMK2D,817,2638.6283,-0.589542433,1.82E-11,1.04E-10
MTR,4548,1982.011581,-0.470867271,1.84E-11,1.05E-10
SH3BGRL,6451,6415.469792,-0.782633674,1.85E-11,1.05E-10
TIPARP,25976,2877.57255,-0.882236772,1.85E-11,1.05E-10
DOLPP1,57171,1513.938571,0.406556993,1.87E-11,1.06E-10
SHMT1,6470,1205.019011,-0.485412505,1.86E-11,1.06E-10
SULF2,55959,1860.336077,-0.844797533,1.86E-11,1.06E-10
MADCAM1,8174,15.78924205,1.971165963,1.89E-11,1.08E-10
NDUFB10,4716,5151.426084,0.639651699,1.9E-11,1.08E-10
EIF3CL,728689,28157.08176,0.51545476,1.9E-11,1.08E-10
IGSF10,285313,13.39219395,-1.462243757,1.92E-11,1.09E-10
DYTN,391475,7.512966943,3.309370976,1.96E-11,1.11E-10
CUL1,8454,3161.102075,-0.237291845,1.95E-11,1.11E-10
AGL,178,2402.13379,-0.495551851,1.95E-11,1.11E-10
NAALADL2,254827,1715.069929,1.025474445,1.97E-11,1.12E-10
RAD51,5888,98.13312308,1.110269959,1.96E-11,1.12E-10
PLEKHB1,58473,1964.769217,0.95524302,1.96E-11,1.12E-10
FAM173A,65990,443.1270087,0.840663769,1.97E-11,1.12E-10
FAAH,2166,7625.209082,0.830685095,1.97E-11,1.12E-10
SCO2,9997,956.494372,0.666825599,1.97E-11,1.12E-10
KPTN,11133,473.0862423,0.644671826,1.97E-11,1.12E-10
TRERF1,55809,720.0847955,-0.900977663,1.97E-11,1.12E-10
RPL23A,6147,14121.16119,0.718648186,1.99E-11,1.13E-10
GPR135,64582,66.63581805,-0.709219827,1.99E-11,1.13E-10
DNASE2B,58511,529.8533586,1.574546159,2E-11,1.14E-10
RBM45,129831,390.3470747,0.276110061,2.02E-11,1.14E-10
,388692,867.6253692,0.669119914,2.02E-11,1.15E-10
RNASEH2A,10535,611.6355798,0.638586481,2.03E-11,1.15E-10
PCIF1,63935,2218.707576,-0.274881224,2.04E-11,1.16E-10
E2F1,1869,251.6741196,0.899406868,2.09E-11,1.18E-10
EPS8L1,54869,2098.646647,0.830571243,2.09E-11,1.18E-10
RPS10,6204,22449.57859,0.711447907,2.08E-11,1.18E-10
DCXR,51181,14854.29261,1.028960995,2.14E-11,1.21E-10
CCDC125,202243,1962.895511,0.609181538,2.14E-11,1.21E-10
MRPL14,64928,2044.516846,0.623592302,2.18E-11,1.23E-10
EVA1C,59271,1209.646269,-0.809405204,2.17E-11,1.23E-10
HAO1,54363,27.44751229,2.627624471,2.19E-11,1.24E-10
TUBGCP3,10426,898.4519959,-0.341280966,2.19E-11,1.24E-10
YIF1B,90522,1757.459582,0.527696061,2.26E-11,1.27E-10
RPS6KA1,6195,3981.543274,0.498041707,2.26E-11,1.27E-10
STX2,2054,426.6873781,-0.704610333,2.26E-11,1.27E-10
MRPL23,6150,2341.983593,0.81839435,2.29E-11,1.29E-10
HNRNPL,3191,12629.05608,0.319095305,2.29E-11,1.29E-10
KLK14,43847,111.7828689,2.001593181,2.31E-11,1.3E-10
TTK,7272,154.9070833,1.206349492,2.31E-11,1.3E-10
TIGD7,91151,819.0234809,0.361509801,2.31E-11,1.3E-10
NRXN1,9378,166.3687312,-1.541997133,2.31E-11,1.3E-10
CNTN1,1272,869.4416937,-1.501581614,2.33E-11,1.31E-10
HDGFRP3,50810,1510.904857,-0.493504431,2.36E-11,1.33E-10
SETBP1,26040,1487.683983,-0.777588844,2.38E-11,1.34E-10
RPL14,9045,31346.1853,0.736550531,2.4E-11,1.35E-10
SPDEF,25803,34348.42591,1.035388005,2.42E-11,1.36E-10
SNX6,58533,2224.971054,-0.333837563,2.43E-11,1.36E-10
SIMC1,375484,626.9191019,-0.423425771,2.44E-11,1.37E-10
FOXN3,1112,4337.349196,-0.504351429,2.44E-11,1.37E-10
TWIST2,117581,118.5240613,-1.051378124,2.45E-11,1.37E-10
APOB,338,34.0578118,-1.520188054,2.47E-11,1.38E-10
RNF38,152006,2431.564382,-0.410233497,2.48E-11,1.39E-10
NPRL2,10641,1309.332256,0.511495883,2.5E-11,1.4E-10
DEFB129,140881,2.803093852,-3.510963376,2.49E-11,1.4E-10
SLC12A5,57468,7.053259482,1.481621358,2.51E-11,1.41E-10
PRELP,5549,7381.612849,-0.953548978,2.51E-11,1.41E-10
FYCO1,79443,4491.749511,-0.584436303,2.55E-11,1.43E-10
MOB1A,55233,1092.625865,-0.605510508,2.56E-11,1.43E-10
DAPP1,27071,139.3778207,-1.300064105,2.55E-11,1.43E-10
WDR77,79084,2062.927134,0.433679543,2.6E-11,1.46E-10
APMAP,57136,8173.898833,0.415322932,2.62E-11,1.47E-10
CCDC80,151887,3296.881039,-1.207466569,2.63E-11,1.47E-10
HPCAL1,3241,1623.708818,0.505283096,2.65E-11,1.48E-10
RPS24,6229,61180.46607,0.737714637,2.69E-11,1.5E-10
RAB3GAP1,22930,3440.618878,-0.455317111,2.68E-11,1.5E-10
,196968,11.99911769,-1.363640357,2.69E-11,1.5E-10
,400696,27.46531275,1.723681925,2.72E-11,1.52E-10
LAGE3,8270,1072.573603,0.688981135,2.72E-11,1.52E-10
SSR2,6746,16564.38297,0.566839174,2.72E-11,1.52E-10
MRPL36,64979,1275.956946,0.585801455,2.72E-11,1.52E-10
PCCB,5096,3617.402737,0.441242176,2.72E-11,1.52E-10
POGLUT1,56983,775.5560452,-0.544465001,2.72E-11,1.52E-10
EEF1G,1937,66825.45093,0.6185642,2.77E-11,1.54E-10
DGKE,8526,679.8777044,-0.523456261,2.77E-11,1.54E-10
PYGM,5837,943.2232708,-1.412247495,2.76E-11,1.54E-10
FOXI1,2299,122.4513521,-2.36094427,2.78E-11,1.55E-10
BSPRY,54836,998.6952434,0.530317183,2.8E-11,1.56E-10
SEMA3D,223117,735.4107855,-1.458992134,2.79E-11,1.56E-10
DMKN,93099,483.1659122,-1.272732452,2.84E-11,1.58E-10
PABPC1,26986,78895.02887,0.605463991,2.86E-11,1.59E-10
NPR1,4881,265.6087631,-1.033853048,2.87E-11,1.6E-10
KRT23,25984,864.266775,-1.647309921,2.88E-11,1.6E-10
LAMA4,3910,2117.104621,-0.916883857,2.89E-11,1.61E-10
NUDT16L1,84309,2584.175679,0.489555007,2.92E-11,1.63E-10
ZNF486,90649,73.06947944,-1.228309904,2.93E-11,1.63E-10
TRMT12,55039,882.555556,0.433243586,2.97E-11,1.65E-10
FGF13,2258,1661.223742,0.759471467,3.01E-11,1.67E-10
DTYMK,1841,1100.987606,0.622910032,3.01E-11,1.67E-10
,401010,96.68110623,0.411461706,3.03E-11,1.68E-10
EIF4G2,1982,37799.34282,-0.297024815,3.04E-11,1.69E-10
DHX32,55760,2764.203741,0.430057005,3.08E-11,1.71E-10
HAUS2,55142,739.6090408,-0.260115254,3.08E-11,1.71E-10
BEND6,221336,112.005677,-0.84667306,3.1E-11,1.72E-10
PILRB,29990,2813.057609,0.908293392,3.16E-11,1.75E-10
FAM181B,220382,50.71651798,-0.979903659,3.15E-11,1.75E-10
PVR,5817,2736.703969,0.458359551,3.18E-11,1.76E-10
MRPS26,64949,3795.33281,0.611733619,3.19E-11,1.77E-10
CCDC149,91050,1998.886663,0.426343983,3.2E-11,1.77E-10
ALDH3B1,221,279.8108274,-0.812228652,3.19E-11,1.77E-10
SHFM1,7979,4717.179663,0.757195176,3.24E-11,1.79E-10
AP1G2,8906,3470.195195,0.658123073,3.23E-11,1.79E-10
EEF2KMT,196483,973.4407673,0.508228214,3.24E-11,1.79E-10
RBM19,9904,1450.429138,0.330446727,3.23E-11,1.79E-10
NUDT14,256281,1555.998602,0.737802957,3.25E-11,1.8E-10
PRELID1,27166,4237.315968,0.576212529,3.3E-11,1.82E-10
PDXDC1,23042,13814.87662,0.399109544,3.32E-11,1.84E-10
,647121,367.1621188,0.740403731,3.41E-11,1.88E-10
CHST15,51363,1039.188734,-0.91078226,3.41E-11,1.88E-10
C1orf194,127003,21.40607454,2.092427773,3.5E-11,1.93E-10
ESPL1,9700,84.64414789,1.245859201,3.49E-11,1.93E-10
WDR91,29062,764.151918,-0.455100824,3.52E-11,1.95E-10
ZNF146,7705,4727.926426,0.400474756,3.55E-11,1.96E-10
GBP6,163351,10.98373261,-1.550364543,3.58E-11,1.98E-10
,253018,46.50408965,1.05455467,3.61E-11,1.99E-10
SLC35F3,148641,140.7057526,1.151882096,3.64E-11,2E-10
RPS8,6202,74536.77408,0.710398626,3.65E-11,2.01E-10
ZNF781,163115,63.86896313,-0.813014047,3.65E-11,2.01E-10
FOXD4L1,200350,14.87968649,1.231936262,3.66E-11,2.02E-10
ARPC3,10094,8543.15279,0.454616336,3.69E-11,2.03E-10
UBXN2A,165324,459.4592592,-0.311377064,3.7E-11,2.03E-10
NTN1,9423,557.0871938,-1.046477766,3.69E-11,2.03E-10
SLC2A4,6517,626.9920771,-1.245998531,3.72E-11,2.05E-10
CNTFR,1271,193.8736686,-1.545139571,3.74E-11,2.06E-10
TP53INP2,58476,4276.938333,-0.598112761,3.77E-11,2.07E-10
,653604,6.099126149,1.539699335,3.81E-11,2.09E-10
TMED3,23423,12694.70792,0.720360394,3.81E-11,2.1E-10
TRIM3,10612,1119.051343,0.467011431,3.82E-11,2.1E-10
OSR2,116039,1342.968511,-0.745127808,3.85E-11,2.12E-10
L3MBTL3,84456,996.2637505,0.509485017,3.9E-11,2.14E-10
,152217,927.9917592,0.555616758,3.94E-11,2.16E-10
EXT1,2131,1545.640896,-0.467993363,3.93E-11,2.16E-10
KRT19,3880,11879.48997,-1.083616401,3.93E-11,2.16E-10
GCK,2645,17.10463456,-1.089497023,3.93E-11,2.16E-10
SLC6A11,6538,141.2037744,1.500665592,3.96E-11,2.17E-10
PES1,23481,4128.286877,0.503139922,3.95E-11,2.17E-10
C21orf33,8209,6773.139185,0.506308119,3.96E-11,2.17E-10
MIS18A,54069,448.0748959,0.439150906,3.95E-11,2.17E-10
TMEM175,84286,1686.018305,0.53999576,3.97E-11,2.18E-10
APTX,54840,1426.914507,0.379409979,3.99E-11,2.18E-10
RNASE7,84659,14.10689962,-1.40078046,3.98E-11,2.18E-10
ABHD2,11057,31396.3434,1.010581449,4.03E-11,2.2E-10
NHSL1,57224,319.1240726,0.750589793,4.03E-11,2.2E-10
,54718,34.11253713,-0.816407313,4.02E-11,2.2E-10
BNC1,646,24.8604598,-1.555770148,4.09E-11,2.24E-10
OSBPL1A,114876,2059.031365,-0.470094759,4.12E-11,2.25E-10
RPL30,6156,47976.98868,0.674544559,4.13E-11,2.26E-10
NIFK,84365,1713.059203,0.413503783,4.17E-11,2.28E-10
ABHD12B,145447,1.639831018,-1.316706984,4.17E-11,2.28E-10
WIBG,84305,2427.794211,0.600805444,4.19E-11,2.29E-10
SERPINB6,5269,14067.74895,0.603252369,4.2E-11,2.29E-10
SKIV2L2,23517,2407.385728,-0.388543222,4.19E-11,2.29E-10
EMB,133418,5795.115993,0.709869731,4.22E-11,2.3E-10
ISCU,23479,3958.80981,-0.387810453,4.23E-11,2.31E-10
GALNT7,51809,11784.97661,0.942800081,4.28E-11,2.33E-10
,256880,8.015694162,1.075320548,4.37E-11,2.38E-10
,677781,3.003180121,1.827027861,4.41E-11,2.4E-10
EIF4G1,1981,23030.69611,0.404877292,4.43E-11,2.41E-10
FAM102B,284611,906.0713059,-0.655877338,4.42E-11,2.41E-10
WNT2B,7482,274.7607024,-1.310905489,4.45E-11,2.42E-10
ADCY6,112,4342.888289,0.511772481,4.46E-11,2.43E-10
NOP10,55505,2980.573049,0.543843881,4.47E-11,2.43E-10
,100128842,49.5613732,1.071583091,4.51E-11,2.45E-10
ATP10D,57205,847.3484182,-0.727697153,4.5E-11,2.45E-10
DAB1,1600,62.46676449,-1.697489189,4.51E-11,2.45E-10
COQ4,51117,3473.41347,0.58838932,4.52E-11,2.46E-10
GATA4,2626,16.28706264,1.865482068,4.58E-11,2.49E-10
MORC3,23515,1592.747018,-0.457583113,4.58E-11,2.49E-10
SUCLA2,8803,1873.780836,-0.438385926,4.58E-11,2.49E-10
CPZ,8532,923.7337301,-1.494399857,4.6E-11,2.49E-10
,51716,45.10754787,-1.585180525,4.58E-11,2.49E-10
LTBR,4055,7125.713407,0.45457444,4.6E-11,2.5E-10
PPIH,10465,907.8582212,0.492056668,4.6E-11,2.5E-10
BTG2,7832,17571.60466,-1.049982437,4.64E-11,2.51E-10
LIX1,167410,100.8212862,-1.740096652,4.64E-11,2.52E-10
THRSP,7069,27.15680829,-2.495253975,4.82E-11,2.61E-10
OGFR,11054,3022.141515,0.495373044,4.85E-11,2.63E-10
PQLC2L,152078,7.665531744,-1.333553242,4.86E-11,2.63E-10
EEF2K,29904,4276.224315,-0.470470459,4.87E-11,2.64E-10
FCER1A,2205,144.2576512,-1.088103851,4.88E-11,2.64E-10
FOXP4,116113,5442.942997,0.394491074,4.91E-11,2.65E-10
MMGT1,93380,1638.232732,-0.401126972,4.9E-11,2.65E-10
SIM1,6492,15.6907858,-3.726214265,4.89E-11,2.65E-10
KCNIP1,30820,36.46905103,-1.186171961,4.92E-11,2.66E-10
PADI2,11240,397.479502,-1.234419335,4.91E-11,2.66E-10
ANKRD16,54522,427.1422288,0.533831896,4.95E-11,2.67E-10
NFIA,4774,4019.956403,-0.394059403,4.96E-11,2.68E-10
SV2A,9900,284.1056713,-0.985463328,4.95E-11,2.68E-10
LHX1,3975,5.769084868,-3.809674244,4.96E-11,2.68E-10
FAM219B,57184,4275.487253,0.362309116,5.02E-11,2.71E-10
SAMD4A,23034,1041.474528,-0.804104872,5.02E-11,2.71E-10
EDIL3,10085,264.5531078,-1.469783279,5.06E-11,2.73E-10
TCTE3,6991,123.0895911,0.757946187,5.08E-11,2.74E-10
SMPD4,55627,3942.109491,0.368590644,5.15E-11,2.78E-10
PCDHGA5,56110,533.7159642,1.802409019,5.17E-11,2.79E-10
ZNF414,84330,755.9976732,0.510239365,5.19E-11,2.8E-10
CCDC60,160777,103.371069,-1.396476751,5.2E-11,2.8E-10
TBC1D3B,414059,456.286009,0.92518953,5.21E-11,2.81E-10
RAI2,10742,1547.108832,-0.667655707,5.21E-11,2.81E-10
RPS4Y1,6192,18415.35235,0.750454536,5.25E-11,2.82E-10
IER5,51278,758.2870675,-0.897698778,5.31E-11,2.86E-10
PVRL1,5818,2662.269611,-0.576555361,5.36E-11,2.89E-10
PPP1R1A,5502,190.0379302,-1.420740987,5.41E-11,2.91E-10
YPEL5,51646,6589.748597,-0.321892803,5.44E-11,2.92E-10
TRPS1,7227,1360.554503,-0.704298855,5.43E-11,2.92E-10
TFPT,29844,1838.161405,0.81583259,5.44E-11,2.93E-10
,692158,4.220473096,2.190325703,5.48E-11,2.94E-10
RSPH4A,345895,51.2098295,1.328293424,5.46E-11,2.94E-10
GLI4,2738,631.5702084,0.805216496,5.47E-11,2.94E-10
TAF10,6881,2475.101054,0.65753257,5.46E-11,2.94E-10
PDSS1,23590,174.2597462,0.534951973,5.47E-11,2.94E-10
MAMDC4,158056,339.9171832,1.067780466,5.5E-11,2.95E-10
SLC35A2,7355,2292.63328,0.404121841,5.69E-11,3.05E-10
MATN2,4147,6436.783026,-0.918056239,5.69E-11,3.05E-10
CHFR,55743,907.5569567,0.345575541,5.7E-11,3.06E-10
AMOTL2,51421,2955.672581,-0.797957744,5.7E-11,3.06E-10
RXRA,6256,4561.78617,-0.439009121,5.74E-11,3.08E-10
EIF4EBP3,8637,1834.214599,0.871930389,5.83E-11,3.12E-10
CDK4,1019,4992.648683,0.388168135,5.92E-11,3.17E-10
MYEF2,50804,1330.509167,0.524126668,6.03E-11,3.23E-10
RNF220,55182,3255.505867,0.298887122,6.25E-11,3.35E-10
CYYR1,116159,608.8986495,-0.763650396,6.26E-11,3.35E-10
AGK,55750,1374.142021,0.333097669,6.34E-11,3.39E-10
CLDN11,5010,458.4457193,-0.944708077,6.35E-11,3.4E-10
EHBP1L1,254102,3002.073592,-0.749056061,6.38E-11,3.41E-10
ITPR1,3708,4587.254726,-1.136786749,6.38E-11,3.41E-10
EMC10,284361,11262.40413,0.470529127,6.46E-11,3.45E-10
TMEM178A,130733,1845.442483,1.653444487,6.48E-11,3.46E-10
HSD17B10,3028,3716.182597,0.570566228,6.48E-11,3.46E-10
RNPEPL1,57140,5585.736529,0.545103052,6.5E-11,3.47E-10
CLN5,1203,1889.04908,-0.433047259,6.55E-11,3.5E-10
,677821,9.088347421,1.249174863,6.58E-11,3.51E-10
EDA2R,60401,180.166139,-0.969087779,6.6E-11,3.52E-10
PDCD7,10081,1020.336914,-0.255766383,6.63E-11,3.54E-10
SLFN5,162394,1103.168935,-0.968527223,6.64E-11,3.54E-10
ST3GAL5,8869,448.6624296,-0.90460102,6.64E-11,3.54E-10
ROCK2,9475,1752.793882,-0.928079248,6.66E-11,3.55E-10
TSSC1,7260,1162.70814,0.38671346,6.71E-11,3.57E-10
S1PR5,53637,102.8651708,-1.289415256,6.7E-11,3.57E-10
RHBDD3,25807,1667.630937,0.573548248,6.75E-11,3.59E-10
CDSN,1041,19.40604894,-1.147012559,6.73E-11,3.59E-10
B3GALTL,145173,421.3982652,-0.425297641,6.77E-11,3.6E-10
BAG3,9531,4566.509027,-0.820372966,6.82E-11,3.63E-10
KIFC3,3801,753.2425875,-0.800025011,6.85E-11,3.64E-10
C1QL4,338761,4.003778968,-1.903003999,6.89E-11,3.66E-10
C19orf24,55009,2274.434975,0.831761235,6.93E-11,3.68E-10
C21orf59,56683,2250.32637,0.446207664,6.99E-11,3.72E-10
GPX7,2882,343.8329703,-0.941987661,7.2E-11,3.82E-10
C1orf228,339541,58.53543005,1.108135324,7.21E-11,3.83E-10
TBRG4,9238,2353.554633,0.42416153,7.21E-11,3.83E-10
CCIN,881,9.302403497,-1.066276391,7.22E-11,3.83E-10
RDM1,201299,8.006085473,1.810815451,7.45E-11,3.95E-10
WDR13,64743,5732.015362,0.588338113,7.45E-11,3.95E-10
TLE3,7090,5729.920778,0.376887288,7.59E-11,4.03E-10
CASC10,399726,30.72201901,-0.901622668,7.64E-11,4.05E-10
PLA2G2A,5320,69763.16529,1.911332231,7.71E-11,4.09E-10
CPSF1,29894,4172.882221,0.485129382,7.74E-11,4.1E-10
EIF1B,10289,1548.10859,-0.341683982,7.77E-11,4.11E-10
DTX4,23220,651.1355896,-0.710287756,7.78E-11,4.12E-10
IFNGR2,3460,5523.459306,0.421137926,7.8E-11,4.13E-10
KIF11,3832,323.7971515,0.890459241,7.85E-11,4.15E-10
TPM2,7169,39721.84688,-1.19983649,7.84E-11,4.15E-10
CCDC77,84318,330.4112655,0.41520954,7.91E-11,4.19E-10
MANF,7873,4612.549919,0.59045741,7.98E-11,4.22E-10
PYGL,5836,1471.253202,-1.147487532,8.06E-11,4.26E-10
C9orf117,286207,23.64793418,1.265089755,8.11E-11,4.29E-10
NOP14,8602,2184.880265,0.329228753,8.12E-11,4.29E-10
PTBP1,5725,10900.27742,0.287264063,8.16E-11,4.31E-10
PCDHB2,56133,607.459439,1.273130528,8.2E-11,4.33E-10
CENPQ,55166,183.2621452,-0.39245087,8.19E-11,4.33E-10
SGCA,6442,619.5962117,-1.169113318,8.2E-11,4.33E-10
PITX1,5307,515.7223107,-1.20484795,8.19E-11,4.33E-10
RPL32,6161,57923.1511,0.733581429,8.23E-11,4.34E-10
,283174,362.2036478,-0.892488182,8.27E-11,4.36E-10
MAP7,9053,5793.652237,0.638846253,8.29E-11,4.37E-10
NRK,203447,287.8561655,-1.489992193,8.3E-11,4.37E-10
RPS16,6217,41861.47575,0.685362806,8.36E-11,4.41E-10
MXRA5,25878,2488.115248,-0.926982049,8.39E-11,4.42E-10
MFAP5,8076,175.7865451,-1.717229738,8.38E-11,4.42E-10
NUF2,83540,61.45583371,1.267166764,8.41E-11,4.43E-10
SCN11A,11280,9.621760138,-1.322371739,8.42E-11,4.43E-10
MIF,4282,19088.85124,0.87581377,8.46E-11,4.45E-10
NFS1,9054,1383.354338,0.34277826,8.46E-11,4.45E-10
DIRAS3,9077,129.830051,-0.8282187,8.48E-11,4.46E-10
HOXA13,3209,1243.551767,-0.746415298,8.59E-11,4.51E-10
SCRG1,11341,246.0489079,-1.17699202,8.59E-11,4.51E-10
DAPK1,1612,2291.707745,0.812092489,8.62E-11,4.53E-10
C14orf166,51637,5901.481671,0.414350455,8.76E-11,4.6E-10
LAS1L,81887,2214.445922,0.349089209,8.86E-11,4.65E-10
SRSF1,6426,8986.515819,0.268069348,8.88E-11,4.66E-10
APOC2,344,79.4057629,1.364455113,8.9E-11,4.67E-10
OSBPL3,26031,218.7819881,-0.979823135,8.93E-11,4.68E-10
XPO5,57510,2260.421697,0.334756482,8.96E-11,4.7E-10
EXOC7,23265,10728.33966,0.297640393,9E-11,4.72E-10
,64595,1085.263741,0.896449418,9.04E-11,4.74E-10
FBXO43,286151,19.60467704,1.017233227,9.12E-11,4.78E-10
SLC29A2,3177,827.220745,0.610743255,9.17E-11,4.8E-10
ST3GAL2,6483,776.2797286,-0.562796712,9.16E-11,4.8E-10
SCNN1A,6337,4418.462378,-1.14896193,9.19E-11,4.81E-10
HABP2,3026,21.79803556,1.855861978,9.21E-11,4.82E-10
SIPA1L3,23094,4218.770677,0.544623298,9.27E-11,4.85E-10
ZNF547,284306,145.2904136,0.614745286,9.36E-11,4.9E-10
RPL39,6170,1952.740387,1.179355098,9.4E-11,4.92E-10
MZB1,51237,648.2338434,1.478978579,9.48E-11,4.96E-10
MTG1,92170,1643.247268,0.607812319,9.47E-11,4.96E-10
TRIM62,55223,827.1919216,0.451220743,9.51E-11,4.97E-10
SNRPD3,6634,4396.028785,0.369791078,9.5E-11,4.97E-10
ADD3,120,2966.490085,-0.874934219,9.63E-11,5.03E-10
RBM10,8241,4290.062312,0.362337995,9.67E-11,5.05E-10
PDAP1,11333,6165.159653,0.4128787,9.69E-11,5.06E-10
MED26,9441,788.7529721,0.335357895,9.91E-11,5.17E-10
ZNF655,79027,1606.976771,-0.992459879,9.93E-11,5.18E-10
CREBRF,153222,963.1569249,-0.854817797,9.95E-11,5.19E-10
,100130717,21.7843551,1.033021556,1.01E-10,5.25E-10
ZBTB45,84878,947.0377575,0.348142854,1.01E-10,5.26E-10
TDP1,55775,725.3272762,0.351034935,1.01E-10,5.26E-10
HYLS1,219844,382.5697231,0.494617615,1.01E-10,5.28E-10
UNC13C,440279,2.461814475,-1.775760049,1.02E-10,5.33E-10
EME2,197342,71.14363376,1.154545697,1.06E-10,5.54E-10
,23642,1529.12009,0.719126071,1.06E-10,5.54E-10
FAM174B,400451,7902.464842,0.705932925,1.06E-10,5.54E-10
ZNF276,92822,1309.750519,0.635072582,1.07E-10,5.55E-10
DMBX1,127343,3.2775261,2.132460867,1.07E-10,5.56E-10
ARID3A,1820,146.9421734,0.647810806,1.07E-10,5.56E-10
ZNF76,7629,2063.095479,0.292129246,1.07E-10,5.56E-10
DPYSL2,1808,1868.3943,-0.75690919,1.07E-10,5.56E-10
,285074,520.7566838,0.524164681,1.08E-10,5.59E-10
AP2S1,1175,4676.006782,0.739958634,1.08E-10,5.61E-10
LRRC2,79442,102.0571966,-1.595731163,1.08E-10,5.61E-10
PTPRN2,5799,8713.683473,0.958405285,1.08E-10,5.62E-10
KLHL15,80311,795.3529899,-0.599857563,1.08E-10,5.62E-10
DSCAML1,57453,17.11574525,-1.263956691,1.09E-10,5.63E-10
CCDC22,28952,1956.086426,0.422074513,1.09E-10,5.64E-10
F11R,50848,7510.316651,-0.428342726,1.1E-10,5.73E-10
UBXN11,91544,868.3340275,0.728245779,1.11E-10,5.77E-10
PPM1M,132160,1076.572833,-0.47815574,1.13E-10,5.85E-10
KPNB1,3837,10074.62709,0.326373862,1.13E-10,5.87E-10
EMP3,2014,714.1069401,-0.918268423,1.13E-10,5.88E-10
